company_name,building_name,raw_address,phone
Knightvest Residential,Aberdeen at Bellmar,"10843 North Central Expressway, Dallas, TX",214-428-6001
Knightvest Residential,Alexander,"1475 Sawdust Rd, The Woodlands, TX",281-502-4630
Knightvest Residential,Alys,"15000 Mansions View Dr., Conroe, TX",936-253-1971
Knightvest Residential,Archer Medical District,"2140 Medical District Dr, Dallas, TX",214-441-6018
Knightvest Residential,Asheville at Spring Branch,"10800 Clay Rd , Houston, TX",281-502-4759
Knightvest Residential,Ashmore,"4201 Fairmont Parkway, Pasadena, TX",281-502-4349
Knightvest Residential,Ashwood,"901 New Meister Lane, Pflugerville, TX",512-859-7274
Knightvest Residential,Avondale Parc at Bellmar,"10830 Stone Canyon Rd, Dallas, TX",214-428-6015
Knightvest Residential,Barron Park,"2526 Business Center Dr., Pearland, TX",346-489-5653
Knightvest Residential,Beacon Lakes,"555 FM Rd 646, Dickinson, TX",281-946-2862
Knightvest Residential,Belclaire,"5600 SMU Boulevard, Dallas , TX",469-218-6282
Knightvest Residential,Belmond,"4699 Fossil Vista Dr, Haltom City, TX",682-253-8835
Knightvest Residential,Briar Forest Lofts,"13202 Briar Forest Dr, Houston, TX",281-500-8498
Knightvest Residential,Carrara at Cole,"4649 Cole Ave, Dallas, TX",214-319-8554
Knightvest Residential,Cayman,"12900 E Loop 1604 N, Universal City, TX",210-750-4537
Knightvest Residential,Chandler at University Tower,"20 Morcroft Lane, Durham, NC",919-444-8542
Knightvest Residential,Charleston,"14555 Blanco Rd, San Antonio, TX",210-903-9729
Knightvest Residential,Clifton on 7th,"1002 N. 7th Street, Phoenix, AZ",(602) 603-4002
Knightvest Residential,Collier,"413 Swenson Farms Blvd., Pflugerville, TX",512-548-4287
Knightvest Residential,Costa Bella,"1703 N Loop 1604 W, San Antonio, TX",726-207-9822
Knightvest Residential,Crossroads Ranch,"12655 Crossroads Park Dr, Houston, TX",281-916-8835
Knightvest Residential,Cypress,"4690 Eldorado Pkwy, McKinney, TX",469-224-5748
Knightvest Residential,Cyprus,"220 W Bell Rd, Phoenix, AZ",602-780-3103
Knightvest Residential,Domain Memorial,"14800 MEMORIAL DRIVE, Houston, TX",832-862-5939
Knightvest Residential,Dorian and Encore,"4700 Tribeca Ln., Plano, TX",469-765-3051
Knightvest Residential,Easton,"6033 De Zavala Rd, San Antonio, TX",210-903-5987
Knightvest Residential,Everton at Bellmar,"10588 Stone Canyon Rd, Dallas, TX",214-609-1977
Knightvest Residential,Florence,"2250 Eldridge Pkwy, Houston, TX",281-576-8674
Knightvest Residential,Forester,"2025 Timber Oaks Ln., Charlotte, NC",704-610-7915
Knightvest Residential,Hadley at Bellmar,"10640 Steppington, Dallas, TX",214-319-8931
Knightvest Residential,Halston,"8850 Ferguson Rd, Dallas, TX",214-319-8468
Knightvest Residential,Kade,"3301 Hudnall St., Dallas, TX",469-415-0725
Knightvest Residential,Kimpton,"7500 Kirby Dr, Houston, TX",281-843-3189
Knightvest Residential,Lakeside,"9550 Meyer Forest Dr, Houston, TX",281-644-0273
Knightvest Residential,Lauren,"7301 Oakmont Blvd, Fort Worth , TX",(817) 204-6534
Knightvest Residential,Lennox,"10350 W. McDowell Rd., Avondale, AZ",(623) 400-2930
Knightvest Residential,Lexington,"12000 Sawmill Rd, Spring, TX",281-502-4624
Knightvest Residential,Lydian,"1314 N 3rd St., Phoenix, AZ",(602) 600-0927
Knightvest Residential,Lyndon,"10325 Cypresswood Dr, Houston, TX",832-240-7499
Knightvest Residential,Lyra,"2914 Olmos Creek Drive, San Antonio, TX",726-227-4041
Knightvest Residential,Maddox,"2660 N Haskell Ave , Dallas, TX",972-474-6730
Knightvest Residential,Madison at Bellmar,"10501 Steppington, Dallas, TX",214-428-6025
Knightvest Residential,Mason Oliver,"11 S. 12th St, Phoenix, AZ",480-618-7766
Knightvest Residential,Milan,"1720 Wells Branch Parkway, Austin, TX",737-215-4252
Knightvest Residential,Mission Eagle Pointe,"325 S Jupiter Road , Allen, TX",945-215-3859
Knightvest Residential,Modena,"815 N 52nd St, Phoenix, AZ",602-641-3074
Knightvest Residential,Mosaic at Mueller,"4600 Mueller Boulevard, Austin, TX",512-790-9608
Knightvest Residential,Ninety Degrees,"18440 N 68th St., Phoenix, AZ",480-660-9168
Knightvest Residential,Oakville,"7011 W Parmer Lane, Austin, TX",737-215-4236
Knightvest Residential,Palomar,"100 West Texas Avenue, Webster, TX",281-502-4591
Knightvest Residential,Paseo Park,"5205 West Thunderbird Road, Glendale, AZ",602-786-9180
Knightvest Residential,Portrait at Hance Park,"1313 North 2nd Street, Phoenix, AZ",602-755-6726
Knightvest Residential,Regatta at Lake Lynn,"3000 Inland Trail, Raleigh, NC",919-680-1756
Knightvest Residential,Remi,"2217 Ivan St., Dallas, TX",945-237-1160
Knightvest Residential,Retreat on Lake Lynn,"3230 Stream Side Rd., Raleigh, NC",252-297-6313
Knightvest Residential,Riverfalls at Bellmar,"10570 Stone Canyon Rd, Dallas, TX",214-319-8992
Knightvest Residential,Rock Creek at Ballantyne,"7810 Spindletop Place, Charlotte, NC",704-486-8309
Knightvest Residential,Rosemary,"541 FM 1488, Conroe, TX",936-261-4553
Knightvest Residential,Sagebrush,"11801 E Loop 1604 N, Universal City, TX",210-566-4860
Knightvest Residential,San Cierra,"15500 Cutten Rd, Houston, TX",346-791-0307
Knightvest Residential,San Marino,"600 W Grove Pkwy, Tempe, AZ",480-907-3328
Knightvest Residential,San Simeon,"2121 Allen Parkway, Houston, TX",713-728-7005
Knightvest Residential,Saratoga Ridge,"6307 Bluff Springs Rd., Austin, TX",737-215-4950
Knightvest Residential,Seacrest,"21540 Provincial Blvd, Katy, TX",281-916-4586
Knightvest Residential,Seagrove,"245 FM 1488 Rd, Conroe, TX",936-937-2581
Knightvest Residential,Seville at Bellmar,"10651 Steppington Drive, Dallas, TX",214-428-6063
Knightvest Residential,Shade at Desert Ridge,"21150 N Tatum Blvd, Phoenix, AZ",480-462-6285
Knightvest Residential,Slate at Cole,"4650 Cole Avenue, Dallas, TX",214-319-8473
Knightvest Residential,Solano at Chapel Hill,"100 Saluda Ct, Chapel HIll, NC",919-918-0510
Knightvest Residential,St. James,"2820 McKinnon St., Dallas, TX",214-972-3832
Knightvest Residential,St. Martin,"9425 Rolater Rd, Frisco, TX",972-945-0550
Knightvest Residential,Stillwater,"8242 Runaway Bay Dr., Charlotte, NC",704-626-6789
Knightvest Residential,Strada,"7250 S Kyrene Rd, Tempe, AZ",480-780-2377
Knightvest Residential,Sullivan,"2601 Scofield Ridge Pkwy 400, Austin, TX",512-886-7460
Knightvest Residential,Terra at Park Row,"19606 Park Row, Houston, TX",281-502-4101
Knightvest Residential,The Apartments at Brayden,"1027 Aubrey Lane, Fort Mill, SC",803-615-2523
Knightvest Residential,The Ashton,"8224 Green Lantern St, Raleigh, NC",919-583-6516
Knightvest Residential,The Berkeley,"2001 Park Hill Dr, Fort Worth, TX",817-618-7187
Knightvest Residential,The Biltmore,"10600 Six Pines Dr, Spring, TX",281-502-4871
Knightvest Residential,The Brighton,"16222 Clay Rd, Houston, TX",281-502-4658
Knightvest Residential,The Fitz,"600 Studemont St., Houston, TX",832-345-3750
Knightvest Residential,The Haven on Buoy,"15902 Highway 3, Webster, TX",281-502-4732
Knightvest Residential,The Lofts at West 7th,"929 Norwood Street, Fort Worth, TX",817-677-6852
Knightvest Residential,The Pearl on Frankford,"7421 Frankford Rd, Dallas, TX",972-430-5914
Knightvest Residential,The Standard,"5920 E University Blvd, Dallas, TX",214-306-7281
Knightvest Residential,Trinity Bluff & District,"701 E Bluff Street, Fort Worth, TX",817-662-0765
Knightvest Residential,Vail Cliffside,"1635 Jefferson Cliffs Way, Arlington, TX",817-646-8472
Knightvest Residential,Vantage Point,"10700 Woodmeadow Pkwy, Dallas, TX",972-430-5314
Knightvest Residential,Vineyards,"21550 Provincial Blvd, Katy, TX",281-378-7304
Knightvest Residential,Warwick at Westchase,"10936 Meadowglen Ln., Houston, TX",346-215-0715
Knightvest Residential,Waterford at Bellmar,"7879 Riverfall Drive, Dallas, TX",214-855-7742
Knightvest Residential,Waterside,"1703 S Jackson Ave West, Tulsa, OK",918-262-8947
Knightvest Residential,Wesley,"442 Jefferson Town Rd., Raleigh, NC",919-980-9656
