company_name,building_name,building_url,raw_address,phone
irt_living,Ridge Crossings,https://www.irtliving.com/Apartments-In/Hoover-AL/Ridge-Crossings,"100 Tree Crossings Parkway, Hoover, AL 35244",855.444.8689
irt_living,Ballpark Apartments at Town Madison,https://www.irtliving.com/Apartments-In/Madison-AL/Ballpark-At-Town-Madison,"200 Town Madison Boulevard, Madison, AL 35758",855.444.8715
irt_living,Bridge Pointe,https://www.irtliving.com/Apartments-In/Huntsville-AL/Bridge-Pointe,"7584 Old Madison Pike, Huntsville, AL 35806",833.509.2765
irt_living,Legacy at Jones Farm,https://www.irtliving.com/Apartments-In/Huntsville-AL/Legacy-At-Jones-Farm,"1 Legacy Farm Dr, Huntsville, AL 35802",833.509.2769
irt_living,Virtuoso,https://www.irtliving.com/Apartments-In/Huntsville-AL/virtuoso,"100 Rockcrest Drive, Huntsville, AL 35806",866.592.1922
irt_living,The Oasis,https://www.irtliving.com/Apartments-In/Colorado-Springs-CO/Oasis,"1495 Farnham Point, Colorado Springs, CO 80904",855.200.9848
irt_living,Bella Terra at City Center,https://www.irtliving.com/Apartments-In/Aurora-CO/Bella-Terra-at-City-Center,"15400 East Evans Ave., Aurora, CO 80013",855.200.6850
irt_living,Bristol Village,https://www.irtliving.com/Apartments-In/Aurora-CO/Bristol-Village,"17201 E. Walsh Way, Aurora, CO 80017",855.200.7339
irt_living,Destination at Arista,https://www.irtliving.com/Apartments-In/Broomfield-CO/Destination-at-Arista,"8705 Parkland Street, Broomfield, CO 80021",866.717.1934
irt_living,Flatiron Flats,https://www.irtliving.com/Apartments-In/Broomfield-CO/flatiron-flats,"11451 Via Varra, Broomfield, CO 80020",833.816.3617
irt_living,Patina Flats at the Foundry,https://www.irtliving.com/Apartments-In/Loveland-CO/Patina-Flats-at-Foundry,"246 N. Cleveland Avenue, Loveland, CO 80537",855.200.9997
irt_living,PeakView at T-Bone Ranch,https://www.irtliving.com/Apartments-In/Greeley-CO/PeakView-at-T-Bone-Ranch,"4750 West 29th St., Greeley, CO 80634",855.201.0138
irt_living,PeakView by Horseshoe Lake,https://www.irtliving.com/Apartments-In/Loveland-CO/PeakView-by-Horseshoe-Lake,"341 Knobcone Dr., Loveland, CO 80538",855.201.0167
irt_living,Millenia 700,https://www.irtliving.com/Apartments-In/Orlando-FL/Millenia-700,"4150 Eastgate Dr, Orlando, FL 32839",888.813.6001
irt_living,Lakes of Northdale,https://www.irtliving.com/Apartments-In/Tampa-FL/Lakes-Of-Northdale,"16297 Northdale Oaks Dr, Tampa, FL 33624",888.840.2160
irt_living,Lucerne at Lake Brandon,https://www.irtliving.com/Apartments-In/Brandon-FL/Lucerne,"1419 Lake Lucerne Way, Brandon, FL 33511",888.840.4058
irt_living,Rocky Creek,https://www.irtliving.com/Apartments-In/Tampa-FL/Rocky-Creek,"6820 West Hillsborough Ave, Tampa, FL 33634",888.841.7238
irt_living,The Enclave at Tranquility Lake,https://www.irtliving.com/Apartments-In/Riverview-FL/enclave-tranquility-lake,"9707 Tranquility Lake Circle, Riverview, FL 33578",888.422.1078
irt_living,Vantage on Hillsborough,https://www.irtliving.com/Apartments-In/Tampa-FL/Vantage-On-Hillsborough,"5307 Reflections Club Dr, Tampa, FL 33634",888.848.4820
irt_living,1250 West,https://www.irtliving.com/Apartments-In/Marietta-GA/1250-West,"1250 Powder Springs Rd. SW, Marietta, GA 30064",855.444.8699
irt_living,Jefferson at the Perimeter,https://www.irtliving.com/Apartments-In/Dunwoody-GA/Jefferson-at-the-Perimeter,"4867 Ashford Dunwoody Rd., Dunwoody, GA 30338",855.200.8946
irt_living,North Park at Eagle's Landing,https://www.irtliving.com/Apartments-In/Stockbridge-GA/North-Park-At-Eagles-Landing,"250 Evergreen Terrace, Stockbridge, GA 30281",833.509.2761
irt_living,Park Valley,https://www.irtliving.com/Apartments-In/Smyrna-GA/Park-Valley,"4570 S. Cobb Dr., Smyrna, GA 30082",855.200.9969
irt_living,Preston Hills at Mill Creek,https://www.irtliving.com/Apartments-In/Buford-GA/Preston-Hills,"2910 Buford Dr. NE, Buford, GA 30519",855.200.7519
irt_living,Reflections on Sweetwater,https://www.irtliving.com/Apartments-In/NW-Lawrenceville-GA/Reflections-on-Sweetwater,"3405 Sweetwater Rd., Lawrenceville, GA 30044",855.444.0564
irt_living,Rosemont at East Cobb,https://www.irtliving.com/Apartments-In/Marietta-GA/Rosemont-at-East-Cobb,"2703 Delk Rd., Marietta, GA 30067",855.444.8672
irt_living,Sugar Mill,https://www.irtliving.com/Apartments-In/Lawrenceville-GA/Sugar-Mill,"855 Walther Blvd., Lawrenceville, GA 30043",855.444.6951
irt_living,The 1800 at Barrett Lakes,https://www.irtliving.com/Apartments-In/Kennesaw-GA/The-1800-at-Barrett-Lakes,"1800 Barrett Lakes Blvd NW, Kennesaw, GA 30144",855.444.8714
irt_living,The Pointe at Canyon Ridge,https://www.irtliving.com/Apartments-In/Atlanta-GA/Pointe-At-Canyon-Ridge,"8350 Roswell Rd, Atlanta, GA 30350",833.509.2746
irt_living,The Residences on McGinnis Ferry,https://www.irtliving.com/Apartments-In/Suwanee-GA/The-Residences-on-McGinnis-Ferry,"4021 McGinnis Ferry Rd., Suwanee, GA 30024",855.444.6903
irt_living,Waterford Landing,https://www.irtliving.com/Apartments-In/McDonough-GA/Waterford-Landing,"1900 Waterford Landing, McDonough, GA 30253",833.509.2757
irt_living,Waterstone at Big Creek,https://www.irtliving.com/Apartments-In/Alpharetta-GA/Waterstone-At-Big-Creek,"50 Estuary Trail, Alpharetta, GA 30005",833.509.2712
irt_living,Avery Point,https://www.irtliving.com/Apartments-In/Indianapolis-IN/Avery-Point,"8525 Laurel Valley Dr., Indianapolis, IN 46250",855.200.6697
irt_living,Bayview Club,https://www.irtliving.com/Apartments-In/Indianapolis-IN/Bayview-Club,"7545 Bayview Club Dr., Indianapolis, IN 46250",833.429.3057
irt_living,Double Creek Flats,https://www.irtliving.com/Apartments-In/Plainfield-IN/Double-Creek-Flats,"335 Double Creek Dr., Plainfield, IN 46168",855.200.7894
irt_living,Harrison Place,https://www.irtliving.com/Apartments-In/Indianapolis-IN/Harrison-Place,"5812 Beatle Dr., Indianapolis, IN 46216",855.200.8476
irt_living,Hartshire Lakes,https://www.irtliving.com/Apartments-In/Bargersville-IN/Hartshire-Lakes,"3170 Hartshire South Dr, Bargersville, IN 46106",833.429.3065
irt_living,Runaway Bay,https://www.irtliving.com/Apartments-In/Speedway-IN/Runaway-Bay,"2030 Runaway Bay Dr, Speedway, IN 46224",833.429.3095
irt_living,Reveal on Cumberland,https://www.irtliving.com/Apartments-In/Fishers-IN/Reveal-on-Cumberland,"11723 Watermark Way, Fishers, IN 46037",855.201.0456
irt_living,Forty57,https://www.irtliving.com/Apartments-In/Lexington-KY/Forty57,"4057 Mooncoin Way, Lexington, KY 40515",855.444.6738
irt_living,Riverford Crossing,https://www.irtliving.com/Apartments-In/Frankfort-KY/Riverford-Crossing,"8000 John Davis Dr., Frankfort, KY 40601",855.201.0461
irt_living,The Retreat at Hamburg Place,https://www.irtliving.com/Apartments-In/Lexington-KY/The-Retreat-at-Hamburg-Place,"2365 Sir Barton Way, Lexington, KY 40509",855.444.0559
irt_living,Brookside,https://www.irtliving.com/Apartments-In/Louisville-KY/Brookside,"8117 Copper Creek Dr, Louisville, KY 40222",833.429.3061
irt_living,Jamestown at St Matthews,https://www.irtliving.com/Apartments-In/Louisville-KY/Jamestown-At-St-Matthews,"902 Markham Lane, Louisville, KY 40207",833.429.3074
irt_living,Oxmoor,https://www.irtliving.com/Apartments-In/Louisville-KY/Oxmoor,"7400 Steeplecrest Cir, Louisville, KY 40222",833.429.3082
irt_living,Prospect Park,https://www.irtliving.com/Apartments-In/Louisville-KY/Prospect-Park,"2300 Glen Eagle Dr, Louisville, KY 40222",833.429.3087
irt_living,Cyan Mallard Creek,https://www.irtliving.com/Apartments-In/Charlotte-NC/Cyan-Mallard-Creek,"3010 Cyan Drive, Charlotte, NC 28262",877.315.1463
irt_living,Fountains Southend,https://www.irtliving.com/Apartments-In/Charlotte-NC/Fountains-Southend,"126 New Bern St, Charlotte, NC 28203",833.360.2231
irt_living,Vesta City Park,https://www.irtliving.com/Apartments-In/Charlotte-NC/Vesta-City-Park,"2322 Arbor Loop Dr, Charlotte, NC 28217",855.580.8522
irt_living,Aston,https://www.irtliving.com/Apartments-In/Wake-Forest-NC/Aston,"1524 Woodfield Creek Dr., Wake Forest, NC 27587",833.360.2221
irt_living,Creekstone at RTP,https://www.irtliving.com/Apartments-In/Durham-NC/Creekstone-At-RTP,"5472 South Miami Blvd, Durham, NC 27703",833.360.2226
irt_living,Lenoxplace at Garner Station,https://www.irtliving.com/Apartments-In/Raleigh-NC/Lenoxplace-At-Garner-Station,"1100 Lenoxplace Cir, Raleigh, NC 27603",833.360.2235
irt_living,The Village at Auburn,https://www.irtliving.com/Apartments-In/Durham-NC/The-Village-At-Auburn,"801 E Woodcroft Pkwy, Durham, NC 27713",833.360.2240
irt_living,Thornhill,https://www.irtliving.com/Apartments-In/Raleigh-NC/Thornhill,"7203 Plumleaf Road, Raleigh, NC 27613",833.360.2245
irt_living,Waterstone at Brier Creek,https://www.irtliving.com/Apartments-In/Raleigh-NC/Waterstone-At-Brier-Creek,"10022 Meadow Chase Dr, Raleigh, NC 27617",833.360.2251
irt_living,Brunswick Point,https://www.irtliving.com/Apartments-In/Leland-NC/Brunswick-Point,"1001 Hunterstone Dr, Leland, NC 28451",888.284.9620
irt_living,Columns on Wetherington,https://www.irtliving.com/Apartments-In/Florence-KY/Columns-on-Wetherington,"1620 Corinthian Dr., Florence, KY 41042",855.200.7611
irt_living,Mallard Crossing,https://www.irtliving.com/Apartments-In/Loveland-OH/Mallard-Crossing,"9980 Hanover Way, Loveland, OH 45140",855.200.9258
irt_living,Avalon Oaks,https://www.irtliving.com/Apartments-In/Columbus-OH/Avalon-Oaks,"1820 Holt Rd., Columbus, OH 43228",833.904.4179
irt_living,Bennington Pond,https://www.irtliving.com/Apartments-In/Columbus-OH/Bennington-Pond,"4261 Hamilton Square Blvd, Columbus, OH 43125",833.904.4185
irt_living,BriceGrove Park,https://www.irtliving.com/Apartments-In/Canal-Winchester-OH/BriceGrove-Park,"6617 Bricegrove Blvd., Canal Winchester, OH 43110",855.200.7335
irt_living,Collier Park,https://www.irtliving.com/Apartments-In/Grove-City-OH/Collier-Park,"2201 Collier Crest, Grove City, OH 43123",833.904.4203
irt_living,Hilliard Grand,https://www.irtliving.com/Apartments-In/Dublin-OH/Hilliard-Grand,"5399 Grand Dr., Dublin, OH 43016",855.200.8814
irt_living,Hilliard Park,https://www.irtliving.com/Apartments-In/Hilliard-OH/Hilliard-Park,"2485 Hilliard Park Blvd., Hilliard, OH 43026",855.200.8840
irt_living,Hilliard Summit,https://www.irtliving.com/Apartments-In/Hilliard-OH/Hilliard-Summit,"6373 Meadows Way, Hilliard, OH 43026",855.200.8854
irt_living,Schirm Farms,https://www.irtliving.com/Apartments-In/Canal-Winchester-OH/Schirm-Farms,"6340 Saddler Way, Canal Winchester, OH 43110",833.904.4216
irt_living,The Chelsea,https://www.irtliving.com/Apartments-In/Columbus-OH/The-Chelsea,"4120 Quentin Blvd, Columbus, OH 43230",833.904.4198
irt_living,The Commons at Canal Winchester,https://www.irtliving.com/Apartments-In/Canal-Winchester-OH/The-Commons-At-Canal-Winchester,"6300 Refugee Rd, Canal Winchester, OH 43110",833.904.4208
irt_living,Deep Deuce at Bricktown,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/Deep-Deuce,"314 NE 2nd St., Oklahoma City, OK 73104",855.200.6946
irt_living,Montclair Parc,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/Montclair-Parc,"10900 South Pennsylvania Ave., Oklahoma City, OK 73170",855.444.6852
irt_living,Spring Creek of Edmond,https://www.irtliving.com/Apartments-In/Edmond-OK/Spring-Creek-of-Edmond,"777 E 15th St., Edmond, OK 73013",855.444.6989
irt_living,The Augusta,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/Augusta,"4001 Northwest 122nd St, Oklahoma City, OK 73120",855.415.9997
irt_living,The Invitational,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/Invitational,"3959 Northwest 122nd St, Oklahoma City, OK 73120",855.416.1416
irt_living,The Retreat at Qual North,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/The-Retreat-at-Quail-North,"2701 Watermark Blvd., Oklahoma City, OK 73134",855.444.0528
irt_living,The Shores,https://www.irtliving.com/Apartments-In/Oklahoma-City-OK/The-Shores,"14117 North Rockwell Ave, Oklahoma City, OK 73142",855.200.7835
irt_living,Windrush,https://www.irtliving.com/Apartments-In/Edmond-OK/Windrush,"200 West 15th St, Edmond, OK 73013",855.432.7702
irt_living,St. James at Goose Creek,https://www.irtliving.com/Apartments-In/Goose-Creek-SC/St-James-At-Goose-Creek,"900 Channing Way, Goose Creek, SC 29445",888.306.6155
irt_living,Talison Row at Daniel Island,https://www.irtliving.com/Apartments-In/Charleston-SC/Talison-Row,"480 Seven Farms Dr, Charleston, SC 29492",888.350.8728
irt_living,Arbors at Brookfield,https://www.irtliving.com/Apartments-In/Mauldin-SC/Arbors-at-Brookfield,"782 East Butler Rd., Mauldin, SC 29662",855.200.6555
irt_living,Cherry Grove Commons,https://www.irtliving.com/Apartments-In/North-Myrtle-Beach-SC/Cherry-Grove-Commons,"1100 David St, North Myrtle Beach, SC 29582",888.296.7289
irt_living,Tides at Calabash,https://www.irtliving.com/Apartments-In/Sunset-Beach-NC/Tides-At-Calabash,"7112 Town Center Rd, Sunset Beach, NC 28468",888.343.3074
irt_living,Arbors River Oaks,https://www.irtliving.com/Apartments-In/Memphis-TN/Arbors-River-Oaks,"225 Arbor Commons Cir, Memphis, TN 38120",833.904.4173
irt_living,Miller Creek at Germantown,https://www.irtliving.com/Apartments-In/Memphis-TN/Miller-Creek-At-Germantown,"3769 Skipping Stone Trace, Memphis, TN 38125",833.904.4212
irt_living,Stonebridge Crossing,https://www.irtliving.com/Apartments-In/Memphis-TN/Stonebridge-Crossing,"9135 Morning Ridge Rd, Cordova, TN 38016",833.904.4220
irt_living,Walnut Hill,https://www.irtliving.com/Apartments-In/Memphis-TN/Walnut-Hill,"8920 Walnut Grove Rd, Memphis, TN 38018",833.904.4224
irt_living,Garrison Station,https://www.irtliving.com/Apartments-In/Murfreesboro-TN/Garrison-Station,"341 Fortress Blvd, Murfreesboro, TN 37128",855.200.8299
irt_living,Stoneridge Farms,https://www.irtliving.com/Apartments-In/Smyrna-TN/Stoneridge-Farms,"400 Chaney Rd., Smyrna, TN 37167",855.201.0468
irt_living,The Landings of Brentwood,https://www.irtliving.com/Apartments-In/Brentwood-TN/The-Landings-of-Brentwood,"1505 Landings Dr., Brentwood, TN 37027",855.200.9237
irt_living,The Views of Music City,https://www.irtliving.com/Apartments-In/Nashville-TN/The-Views-of-Music-City,"6210 Nolensville Pike, Nashville, TN 37211",855.233.3979
irt_living,Villages at Spring Hill,https://www.irtliving.com/Apartments-In/Spring-Hill-TN/Villages-at-Spring-Hill,"200 Kedron Pkwy., Spring Hill, TN 37174",855.201.0525
irt_living,Canyon Resort at Great Hills,https://www.irtliving.com/Apartments-In/Austin-TX/Canyon-Resort-at-Great-Hills,"8701 Bluffstone Cove, Austin, TX 78759",855.200.6833
irt_living,Avenues at Craig Ranch,https://www.irtliving.com/Apartments-In/McKinney-TX/Avenues-At-Craig-Ranch,"8700 Stacy Rd., McKinney, TX 75070",855.416.0748
irt_living,Cyan Craig Ranch,https://www.irtliving.com/Apartments-In/McKinney-TX/Cyan-Craig-Ranch,"7101 South Custer Rd, McKinney, TX 75070",833.402.1311
irt_living,Eleven10-at-Farmers-Market,https://www.irtliving.com/Apartments-In/Dallas-TX/Eleven10-at-Farmers-Market,"1110 S. Cesar Chavez Blvd., Dallas, TX 75201",855.444.2728
irt_living,Fox Trails,https://www.irtliving.com/Apartments-In/Plano-TX/Fox-Trails,"6300 Roundrock Trail, Plano, TX 75023",855.432.6790
irt_living,Lakeside at Coppell,https://www.irtliving.com/Apartments-In/Coppell-TX/Lakeside-at-Coppell,"620 N. Coppell Rd., Coppell, TX 75019",855.444.6827
irt_living,Sixteen50 at Lake Ray Hubbard,https://www.irtliving.com/Apartments-In/Rockwall-TX/Sixteen50-at-Lake-Ray-Hubbard,"1650 South John King Blvd., Rockwall, TX 75032",855.444.8670
irt_living,The Adley Craig Ranch,https://www.irtliving.com/Apartments-In/McKinney-TX/Adley-Craig-Ranch,"8951 McCutchins Dr, McKinney, TX 75070",855.409.3393
irt_living,The Pointe at Vista Ridge,https://www.irtliving.com/Apartments-In/Lewisville-TX/The-Pointe-at-Vista-Ridge,"2701 MacArthur Blvd., Lewisville, TX 75067",855.444.6930
irt_living,Vue at Knoll Trail,https://www.irtliving.com/Apartments-In/Dallas-TX/Vue-At-Knoll-Trail,"15678 Knoll Trail Dr, Dallas, TX 75248",855.412.1415
irt_living,VV&M,https://www.irtliving.com/Apartments-In/Dallas-TX/VV-and-M,"5225 Verde Valley Ln., Dallas, TX 75254",855.444.6867
irt_living,Kensington by the Vineyard,https://www.irtliving.com/Apartments-In/Euless-TX/Kensington-by-the-Vineyard,"2400 State Highway 121, Euless, TX 76039",855.444.6779
irt_living,Monticello by the Vineyard,https://www.irtliving.com/Apartments-In/Euless-TX/Monticello-by-the-Vineyard,"2500 Highway 121, Euless, TX 76039",855.444.0571
irt_living,The Delano at North Richland Hills,https://www.irtliving.com/Apartments-In/North-Richland-Hills-TX/The-Delano-at-North-Richland-Hills,"6250 Rosewood Dr., North Richland Hills, TX 76180",855.444.2720
irt_living,The Meadows at North Richland Hills,https://www.irtliving.com/Apartments-In/North-Richland-Hills-TX/The-Meadows-at-North-Richland-Hills,"8515 Boulevard 26, North Richland Hills, TX 76180",855.444.6841
irt_living,Carrington at Champion Forest,https://www.irtliving.com/Apartments-In/Houston-TX/Carrington-at-Champion-Forest,"13313 Cutten Rd., Houston, TX 77069",855.444.1213
irt_living,Carrington Park at Huffmeister,https://www.irtliving.com/Apartments-In/Cypress-TX/Carrington-Park-at-Huffmeister,"14600 Huffmeister Rd., Cypress, TX 77429",866.519.5623
irt_living,Carrington Place,https://www.irtliving.com/Apartments-In/Houston-TX/Carrington-Place,"12700 FM 1960 Rd. W., Houston, TX 77065",855.444.8749
irt_living,Heritage Grand at Sienna,https://www.irtliving.com/Apartments-In/Missouri-City-TX/Heritage-Grand-at-Sienna,"6303 Sienna Ranch Rd., Missouri City, TX 77459",855.444.6740
irt_living,Waterford Place at Riata Ranch,https://www.irtliving.com/Apartments-In/Cypress-TX/Waterford-Place-at-Riata-Ranch,"10880 Barker Cypress Rd., Cypress, TX 77433",855.444.6859
irt_living,Los Robles,https://www.irtliving.com/Apartments-In/San-Antonio-TX/Los-Robles,"20838 Blanco Rd., San Antonio, TX 78260",855.444.6830
